gpu_count,baseline_wait,rl_wait,gpu_group
1,3.2,0.6,1
1,3.183333333333333,0.5666666666666667,1
1,0.0,0.23333333333333334,1
1,0.016666666666666666,0.21666666666666667,1
1,0.03333333333333333,0.2,1
1,0.016666666666666666,0.16666666666666666,1
1,0.0,0.15,1
1,0.03333333333333333,0.13333333333333333,1
1,0.0,0.1,1
1,0.0,0.08333333333333333,1
1,0.0,0.05,1
1,0.0,0.03333333333333333,1
1,0.016666666666666666,0.016666666666666666,1
1,0.016666666666666666,0.9833333333333333,1
1,0.0,0.9666666666666667,1
1,0.0,0.9333333333333333,1
1,0.0,0.9166666666666666,1
1,0.0,0.8833333333333333,1
1,0.03333333333333333,0.8666666666666667,1
1,0.016666666666666666,0.8333333333333334,1
1,0.0,0.8166666666666667,1
1,0.05,0.8,1
1,0.08333333333333333,0.7666666666666667,1
